"village","examinations","positives","negatives","prevalence","x","y","longitude","latitude","water.distance.km","elevation.km","features.index","features.distance.km"
"bososama",34,8,26,0.235294117647059,2226870.7160657,477587.723122983,20.00432,4.28624,1.17080083983792,0.390082489013672,572,5.45784045226107
"balakpa 1",30,6,24,0.2,2150366.39601802,545450.096740042,19.31707,4.8939,0.340669438049343,0.373932983398438,66,5.04600939331777
"djehere 2",30,6,24,0.2,2145453.86688931,538404.935024794,19.27294,4.83084,2.19517390816078,0.403261627197266,110,3.82291654789838
"pandu",30,9,21,0.3,2144538.82067499,558277.442740396,19.26472,5.0087,8.4551217600075,0.363878570556641,32,7.77894605700483
"mbele",30,6,24,0.2,2155961.31362529,554209.994058987,19.36733,4.9723,3.9849142472751,0.381961334228516,66,5.58469502371287
"dambili 1",30,6,24,0.2,2151442.85549399,554982.121511412,19.32674,4.97921,6.22462869464952,0.377868988037109,66,4.82671982597185
"boroto",30,6,24,0.2,2179677.9311388,553380.887927708,19.58038,4.96488,1.53594909515102,0.448876525878906,69,3.98644043775587
"baya",30,6,24,0.2,2195526.48704304,550685.798672473,19.72275,4.94076,2.54929204769521,0.458080017089844,70,3.48376865803228
"boduna",30,20,10,0.666666666666667,2197551.38858057,569385.865004793,19.74094,5.1081,9.95993798315123,0.386877044677734,14,5.53405138850495
"vongba",30,6,24,0.2,2194655.96862503,561344.940419325,19.71493,5.03615,7.67422408916743,0.444345642089844,36,2.8226782231783
"sidi",30,7,23,0.233333333333333,2211909.37650308,559233.996469427,19.86992,5.01726,3.36396966188407,0.379,72,9.03829402477797
"kongo",30,0,30,0,2210042.54864248,534658.061330567,19.85315,4.7973,2.37265177226202,0.423556396484375,172,4.90288962613095
"mbida",30,6,24,0.2,2210888.57677251,547813.156037698,19.86075,4.91505,2.30711209766885,0.405835540771484,72,2.6639518972053
"boroko 3",30,1,29,0.0333333333333333,2235102.79240986,538696.515242991,20.07827,4.83345,2.26668489015288,0.391312042236328,119,3.37739357661254
"gbangi",30,10,20,0.333333333333333,2232706.08377308,548122.649730722,20.05674,4.91782,2.50374724896484,0.386229675292969,119,7.95030660379959
"buda",30,9,21,0.3,2233589.96052998,542261.481625894,20.06468,4.86536,2.03900386190282,0.38937744140625,119,2.55922432558037
"gbaga yambo",30,7,23,0.233333333333333,2244011.69125805,531333.619158561,20.1583,4.76754,3.5431779872494,0.388191253662109,175,2.24361084462847
"boroko 2",30,7,23,0.233333333333333,2224081.04962642,524009.40586892,19.97926,4.70197,4.29168783356455,0.411431884765625,236,4.30675057813579
"wondjo",30,6,24,0.2,2226626.92638086,529675.920276246,20.00213,4.7527,4.25311254474555,0.428499603271484,173,4.5795548466297
"gbako",30,1,29,0.0333333333333333,2238821.97659726,517510.121227629,20.11168,4.64378,1.12762638404765,0.388978637695312,238,4.22099770111261
"baraga",30,6,24,0.2,2232837.44077222,514149.557338095,20.05792,4.61369,0.296955839123815,0.392893371582031,309,4.024762099918
"ngalia 2",30,0,30,0,2223535.58412153,511162.136769979,19.97436,4.58694,2.21222773064846,0.393329986572266,308,1.74872472574555
"bilimoke",30,7,23,0.233333333333333,2222649.48097482,505965.966383181,19.9664,4.54041,1.92999630273121,0.442401336669922,308,4.26982586643037
"m0ndrungu",30,0,30,0,2207939.72346139,497657.032333756,19.83426,4.466,4.40468165368527,0.58071826171875,386,4.85499699588916
"mongoro 1",30,8,22,0.266666666666667,2212845.57342065,505199.914241385,19.87833,4.53355,3.40472342679198,0.444908599853516,307,5.05608008154118
"bogbesse",30,5,25,0.166666666666667,2282944.56996809,374714.175375313,20.50804,3.36418,0.332771743266224,0.411560150146484,2002,4.59945186872919
"bokulubi 1",30,5,25,0.166666666666667,2280998.70526902,382812.455816448,20.49056,3.4368,0.397331242059689,0.388878662109375,1865,2.82883004187653
"boya bobagalawa",30,3,27,0.1,2270011.47152772,387241.009767312,20.39186,3.47651,1.50677017311734,0.419845184326172,1727,3.60644036659067
"boyazulu 1&2",30,6,24,0.2,2264383.15807322,380360.157982135,20.3413,3.41481,4.97661642285816,0.464920837402344,1863,2.311761436566
"bobagalawa",30,6,24,0.2,2273024.8901435,389073.376983919,20.41893,3.49294,0.547172267146089,0.433906005859375,1727,1.4701484935826
"tdua/bokango",30,5,25,0.166666666666667,2254794.09713628,392081.294661893,20.25516,3.51991,0.640993070795695,0.474050262451172,1725,3.30627091293462
"bobito",30,4,26,0.133333333333333,2250390.2980805,380517.397764171,20.2156,3.41622,2.06351017596667,0.421906311035156,1862,1.71695502677577
"bogwabe zulu",30,2,28,0.0666666666666667,2252880.51508955,374817.881266489,20.23797,3.36511,1.58474896407106,0.400424133300781,1999,4.68994148560827
"bogon 1",50,13,37,0.26,2255837.16076502,374619.39050756,20.26453,3.36333,2.65124634766364,0.409870239257813,1999,5.80456497981014
"botdango",30,6,24,0.2,2274507.66576086,368586.781563389,20.43225,3.30923,5.44183829410607,0.439882019042969,2001,2.91566114481221
"boyangbe",30,8,22,0.266666666666667,2267087.10850458,370257.145440126,20.36559,3.32421,1.34889789083889,0.399504608154297,2001,4.99039393007207
"boyakoko",30,6,24,0.2,2286832.9597815,352255.771456015,20.54297,3.16276,0.162202548565114,0.400041931152344,2274,5.18220641902074
"bosedua",30,7,23,0.233333333333333,2287592.15870871,364014.038411809,20.54979,3.26822,4.60092248647806,0.383093414306641,2139,5.88921773145213
"boyase gbago",30,6,24,0.2,2290567.72869761,347934.526336558,20.57652,3.124,0.177579984208175,0.377646911621094,2275,2.71998045206711
"gbabazima 2",30,9,21,0.3,2294049.80236962,344508.637177532,20.6078,3.09327,3.34188594567857,0.396280548095703,2411,4.74124047165774
"revolution",30,0,30,0,2282079.61752462,343135.187914287,20.50027,3.08095,4.40070185977349,0.422081848144531,2410,2.93792935631104
"bongabo 3",30,2,28,0.0666666666666667,2281632.11317163,344655.79340119,20.49625,3.09459,3.48939383043162,0.418932525634766,2410,4.48068915385931
"ngbondolo",30,1,29,0.0333333333333333,2281003.15804865,334874.758774562,20.4906,3.00685,2.68844196868721,0.412162139892578,2547,4.79921268736521
"bokanga doa 2",30,0,30,0,2277516.63159701,350260.13004644,20.45928,3.14486,0.0893898726971487,0.402123962402344,2274,4.56094484312044
"bobadi mc",30,2,28,0.0666666666666667,2267922.00468553,346303.509712157,20.37309,3.10937,2.63894873462557,0.423284606933594,2273,5.69442388942418
"boya gbokoto 1",30,1,29,0.0333333333333333,2269985.86804484,343802.958740377,20.39163,3.08694,0.153870482640077,0.428800048828125,2409,4.16827274146713
"boyakea",30,1,29,0.0333333333333333,2270094.96114582,338670.472492871,20.39261,3.0409,0.827805444812403,0.415961334228516,2409,2.50202401466844
"nguabala",30,1,29,0.0333333333333333,2274023.42597591,331539.5334354,20.4279,2.97693,2.68523222391913,0.408485565185547,2546,2.36425804054302
"boyayelewa",30,3,27,0.1,2271874.9598036,333925.012870497,20.4086,2.99833,0.0784163860571576,0.407262054443359,2546,3.73323218284837
"boyagbanziko 1",30,6,24,0.2,2257135.14602767,349553.302152235,20.27619,3.13852,3.18776443540724,0.417824310302734,2272,4.98377530166647
"bobadi moke",30,2,28,0.0666666666666667,2265317.12860097,354202.39118254,20.34969,3.18022,0.622099282932376,0.408948638916016,2272,5.15156141766439
"boyabazala",30,8,22,0.266666666666667,2263258.8312162,361224.322171655,20.3312,3.2432,0.731227771281127,0.413158264160156,2136,1.5656450204537
"botulugu 1",30,1,29,0.0333333333333333,2255367.39251387,362362.723189257,20.26031,3.25341,7.44824284803272,0.43051513671875,2135,3.93890514760883
"boyadua",30,2,28,0.0666666666666667,2259074.33155728,366714.621350505,20.29361,3.29244,4.51610430516977,0.412669158935547,2000,4.59843955466465
"boyawe",30,4,26,0.133333333333333,2271142.47755418,378630.535597821,20.40202,3.3993,0.825670553661955,0.400419464111328,1864,1.8243420133125
"boyasetolo 1",30,2,28,0.0666666666666667,2272267.9176061,381435.192025997,20.41213,3.42445,2.50873718143766,0.45319970703125,1864,1.25254604846141
"boyasetolo 2",30,3,27,0.1,2258719.22238165,384863.329451251,20.29042,3.45519,1.94160038941215,0.449481353759766,1863,5.74872502451384
"bokandu 1",28,4,24,0.142857142857143,2254464.59144353,369139.849844815,20.2522,3.31419,2.97915855440988,0.401237640380859,1999,2.61113480758859
"boyazigbado",24,3,21,0.125,2260522.59813251,367914.405909126,20.30662,3.3032,3.30318187870327,0.405761962890625,2000,2.76188903287186
"gbabu",30,14,16,0.466666666666667,2226583.51177945,365400.002407252,20.00174,3.28065,6.63405299593844,0.437120422363281,1996,6.58187171315997
"bodango",30,20,10,0.666666666666667,2221135.53590003,358754.666976468,19.9528,3.22105,1.23227901436,0.394778594970703,2132,1.72270066944407
"bogbakole",30,17,13,0.566666666666667,2218639.75291644,359664.474989906,19.93038,3.22921,2.84119575980073,0.411081024169922,2132,3.47843509566693
"bogbaguma",30,19,11,0.633333333333333,2233495.33896281,356638.499550998,20.06383,3.20207,1.76645543507417,0.394800415039062,2133,3.83093364490184
"bogalengba",30,16,14,0.533333333333333,2222136.29812226,346582.219081339,19.96179,3.11187,0.344593411758758,0.408815063476562,2268,3.61552448037762
"bogbulu",30,19,11,0.633333333333333,2231017.36709775,346943.427407531,20.04157,3.11511,1.42500139198847,0.377274383544922,2269,3.42206795836819
"boyagbagia",30,20,10,0.666666666666667,2242336.33292161,335745.365703022,20.14325,3.01466,0.758003746717832,0.367180572509766,2406,4.45943254613845
"bominenge",30,16,14,0.533333333333333,2241121.83727705,353740.818582369,20.13234,3.17608,0.578125538743264,0.399899017333984,2270,3.67007077273662
"bogene",30,16,14,0.533333333333333,2245025.81181917,368372.691359194,20.16741,3.30731,4.4385186896006,0.429694458007812,1998,3.4675202206736
"bogbamili",30,11,19,0.366666666666667,2235368.84599286,365053.231040475,20.08066,3.27754,0.565457794420474,0.437731475830078,2133,5.86649525403059
"mogalo",30,28,2,0.933333333333333,2121396.61173398,352653.788968856,19.05683,3.16633,0.0250831284043476,0.345584564208984,2258,2.54905070177061
"boto cite",30,7,23,0.233333333333333,2113191.25206761,345481.878334113,18.98312,3.102,1.20584945653005,0.373594909667969,2257,4.84520993088717
"bimanakasa 1",30,2,28,0.0666666666666667,2138058.91311592,324255.188846145,19.20651,2.91158,2.56976020063593,0.428847625732422,2671,5.71077595180599
"tebe",30,2,28,0.0666666666666667,2144460.89703144,334897.053368385,19.26402,3.00705,1.73964167065396,0.378181579589844,2533,5.26975751538967
"bosembwa",30,1,29,0.0333333333333333,2128403.06048451,336270.408240739,19.11977,3.01937,0.41279907699219,0.361441314697266,2395,5.37764303976994
"bosenduni",30,2,28,0.0666666666666667,2134552.34915593,327703.913275917,19.17501,2.94252,3.17193453844334,0.385689392089844,2532,3.51332049649839
"bobandu 2",30,6,24,0.2,2106851.60706693,338422.995009699,18.92617,3.03868,3.91240892792756,0.35495166015625,2392,5.09347828187158
"bondolo/ngelenga",30,6,24,0.2,2087898.35056447,335466.68162791,18.75591,3.01216,2.73637643346751,0.347817504882812,2391,6.31194700587987
"mbwa",30,3,27,0.1,2082709.74909859,326939.255744031,18.7093,2.93566,2.7821417807146,0.360577178955078,2527,3.31885213213117
"ebelibima",30,8,22,0.266666666666667,2084335.01366418,329032.600536484,18.7239,2.95444,2.64874202384732,0.356653381347656,2527,2.54055313244802
"bomele 1&2",30,1,29,0.0333333333333333,2114788.68676049,314564.93299864,18.99747,2.82464,1.44756786831666,0.391885223388672,2806,5.14091820008278
"kutu kugele",30,16,14,0.533333333333333,2168478.07717009,280527.576346545,19.47977,2.51921,2.2735038539554,0.412575042724609,3230,3.61419212562357
"wisika",30,13,17,0.433333333333333,2159385.50116209,308793.925927428,19.39809,2.77286,1.78724816549924,0.387549041748047,2811,3.03550353623233
"ngbulutu",30,12,18,0.4,2170163.4542607,313381.287319923,19.49491,2.81402,3.21179473937682,0.423928771972656,2812,3.71486708980584
"nzeka taliba",30,14,16,0.466666666666667,2188675.88557962,307601.416523509,19.66121,2.76216,1.07507535530242,0.371125122070313,2814,4.27866264126005
"bolingo moke",30,12,18,0.4,2181903.20775976,305666.676441555,19.60037,2.7448,2.75752481860053,0.38053759765625,2813,4.53392073796571
"kengele ngbavu",30,11,19,0.366666666666667,2201905.09386549,300852.237469926,19.78005,2.7016,3.39356135174418,0.403375518798828,2954,0.677197865612715
"nguluma libongo",30,18,12,0.6,2204938.54998961,297262.694474583,19.8073,2.66939,0.326657854658118,0.380695007324219,2954,4.09869758132981
"nguluma",30,11,19,0.366666666666667,2203688.432108,294261.636872439,19.79607,2.64246,3.21506977774173,0.403555267333984,3093,4.37211789411317
"bokondo/leproserie",30,9,21,0.3,2077412.05453174,298599.98599259,18.66171,2.68139,2.832640225798,0.416545166015625,2942,4.93095673542493
"tamozombe",30,17,13,0.566666666666667,2185293.99944932,276266.663202179,19.63083,2.48097,1.99514675209865,0.359946533203125,3231,5.07914882777612
"mbamba",30,9,21,0.3,2190739.74893893,283311.054102762,19.67975,2.54419,1.05262373724401,0.365293182373047,3232,3.38885516768086
"q budjala mayi",30,1,29,0.0333333333333333,2192888.21511124,295504.175995176,19.69905,2.65361,0.350017398226209,0.362146423339844,2953,4.76265383260897
"gbemboyo/bembe",30,15,15,0.5,2191659.24793288,271383.032651434,19.68801,2.43714,1.62003202654456,0.405778656005859,3372,1.25725657692266
"karagba",30,11,19,0.366666666666667,2187997.94988069,263181.608317865,19.65512,2.36353,1.41045607754368,0.354806640625,3513,5.05432038857132
"likuba",30,4,26,0.133333333333333,2196471.58951987,263251.799325704,19.73124,2.36416,9.35208636126421,0.376619873046875,3513,5.35176347319442
"cite3",30,7,23,0.233333333333333,2223246.15344547,309432.535862686,19.97176,2.77859,0.265659175402187,0.426847198486328,2817,1.39692075015822
"akula mokili",30,14,16,0.466666666666667,2226000.19764769,296025.711447696,19.9965,2.65829,1.85771741994234,0.424016174316406,2956,5.72644488065326
"mbako",30,8,22,0.266666666666667,2230732.38920132,289401.911225087,20.03901,2.59885,3.20595865389211,0.396518371582031,3096,1.56235146029943
"muwa",30,16,14,0.533333333333333,2208462.92506812,275020.948882966,19.83896,2.46979,1.69537781153001,0.397978302001953,3374,6.02748291416657
"guaka mission",30,17,13,0.566666666666667,2234182.180221,273669.394130689,20.07,2.45766,1.96535772240118,0.419812927246094,3376,4.06040631956905
"cite2",30,13,17,0.433333333333333,2241485.85201195,271256.013593838,20.13561,2.436,0.0875765569678022,0.351035919189453,3377,1.21267686144474
"boto libongo",30,11,19,0.366666666666667,2246195.77966741,277588.156989798,20.17792,2.49283,4.25208219176092,0.412278778076172,3237,4.8755085483427
"akula mayi",30,9,21,0.3,2246956.09178953,264374.859790397,20.18475,2.37424,0.486542175593082,0.337844116210938,3518,6.42312102220256
"kada nyao",30,0,30,0,2133468.0973156,352899.066550641,19.16527,3.16853,0.381078171906674,0.348369750976562,2259,3.03883438647706
"bowara 2a&2b",30,7,23,0.233333333333333,2143429.41062975,374992.285805609,19.254754,3.366674,0.673145230239601,0.34451220703125,1988,4.98205818758625
"q libozo",30,3,27,0.1,2139177.67399839,353532.331082432,19.21656,3.17421,1.03700913366814,0.364763031005859,2260,4.41923328917365
"bosumaka1",30,9,21,0.3,2129903.6472204,375832.643062916,19.13325,3.37421,0.0176852926390184,0.354900238037109,1850,4.8758549870163
"mbari",30,1,29,0.0333333333333333,2155875.59761738,369859.065769663,19.36656,3.32064,1.75971469556605,0.347736663818359,1989,3.8134802723331
"bozoko 1",30,6,24,0.2,2176957.28278381,365577.291079039,19.55594,3.28224,1.02271829208257,0.380294677734375,1991,6.72010955774919
"bodenge",31,4,27,0.129032258064516,2185980.84070751,364000.658312209,19.637,3.2681,3.77301665371515,0.401763702392578,2128,5.45020153525885
"bozoko 4",30,6,24,0.2,2173096.7228431,366431.402724618,19.52126,3.2899,1.76643522927986,0.361390014648438,1991,3.90143830636706
"bogose",45,25,20,0.555555555555556,2146464.64786572,396934.07395001,19.28202,3.56342,0.685139189147547,0.3524794921875,1579,5.46795927704919
"limpoko",30,2,28,0.0666666666666667,2132687.74768514,270281.090192517,19.15826,2.42725,3.58689048574191,0.346801818847656,3366,0.616332319155842
"b/mombenga",30,2,28,0.0666666666666667,2124221.90041031,268372.486973002,19.08221,2.41012,2.92136101610396,0.356455718994141,3365,2.8159863388119
"bosodingo",30,6,24,0.2,2112484.37330107,267675.011587447,18.97677,2.40386,1.53565753113951,0.345394714355469,3364,2.55491124571526
"bomboma",30,3,27,0.1,2104260.08932126,269517.86884949,18.90289,2.4204,1.78971063635599,0.339099243164062,3363,2.2862252725398
"kundu",30,10,20,0.333333333333333,2090932.91988349,273630.396443257,18.78317,2.45731,0.817234200725,0.343601379394531,3362,3.61879473771822
"bosokololo",30,3,27,0.1,2107420.44966488,278360.333826307,18.93128,2.49976,3.6625023445929,0.344336669921875,3224,5.00590551715784
"boso mbubu",30,2,28,0.0666666666666667,2115035.81603005,278275.650453463,18.99969,2.499,6.01061024799123,0.379043914794922,3224,3.5279352628793
"boso mokanza",30,3,27,0.1,2117048.47242359,275779.741416584,19.01777,2.4766,3.49587163545125,0.363185577392578,3224,6.65045728836851
"boso ngozo",30,7,23,0.233333333333333,2130521.4703943,288354.434552405,19.1388,2.58945,3.14767462653105,0.398957641601562,3086,2.41166368370247
"mandeke",30,2,28,0.0666666666666667,2132005.35920658,289189.072249366,19.15213,2.59694,4.42976106431458,0.396333465576172,3086,1.01073966051106
"mandonga",30,3,27,0.1,2089093.92189559,280240.874493957,18.76665,2.516637,1.082627792971,0.378623474121094,3222,2.98354001371511
"mala",30,7,23,0.233333333333333,2090950.73100202,302790.251294874,18.78333,2.71899,1.74630687794438,0.424786804199219,2943,2.82708509673348
"balakpa",30,2,28,0.0666666666666667,2103939.48918778,310562.649002632,18.90001,2.78873,4.11040127440636,0.368081817626953,2805,1.89785204012782
"guga",30,6,24,0.2,2138196.9492845,296351.11491132,19.20775,2.66121,3.98758760284098,0.393081390380859,2948,5.4633994007486
"kungu centre",30,2,28,0.0666666666666667,2138098.9881326,309409.131255406,19.20687,2.77838,2.84585673861144,0.387473480224609,2809,4.05547324392488
"kumu jeba",30,3,27,0.1,2132340.43087387,313809.270951283,19.15514,2.81786,2.31174078804068,0.437638122558594,2808,3.62159446289553
"songo",30,3,27,0.1,2121830.75774807,308237.791697559,19.06073,2.76787,2.4141478389606,0.435287048339844,2807,1.97489751691989
"ngombo marche",30,2,28,0.0666666666666667,2120980.27683841,295119.712022147,19.05309,2.65016,1.22257581706899,0.419215972900391,3085,5.04317890264949
"bodubwa",30,3,27,0.1,2119180.24067229,268415.940018406,19.03692,2.41051,2.10116808577735,0.349080108642578,3365,3.40075625816832
"ngele",30,3,27,0.1,2141340.6117045,301010.487124437,19.23599,2.70302,2.46985154539782,0.381354736328125,2948,1.09718617520377
"lebo",30,14,16,0.466666666666667,2076490.32914797,396389.783951787,18.65343,3.55854,6.19833687452245,0.370245788574219,1572,5.82864323026721
"mazuku",30,6,24,0.2,2077964.19920608,380578.732493541,18.66667,3.41677,3.77283068239116,0.386736083984375,1845,4.13059669334625
"kala",30,6,24,0.2,2076633.9312911,374458.813979006,18.65472,3.36189,4.57501445126118,0.336566589355469,1982,6.91298781438498
"isato",30,7,23,0.233333333333333,2076023.90048155,366835.045237021,18.64924,3.29352,3.87716787879954,0.340721771240234,1982,6.92432174443522
"monzongbo/kwala",30,3,27,0.1,2076303.31240344,359966.63098312,18.65175,3.23192,7.37251149131693,0.341287689208984,2118,5.77843495000761
"zambi",30,1,29,0.0333333333333333,2074159.29901076,351533.322999969,18.63249,3.15628,3.51455065769664,0.378336853027344,2254,8.02977710962357
"lisala/bokani",30,2,28,0.0666666666666667,2087999.65130109,359721.338233289,18.75682,3.22972,3.174863919569,0.354852111816406,2119,4.10517241020125
"kuma/vuye",30,7,23,0.233333333333333,2080897.46778848,346526.477154628,18.69302,3.11137,1.7510233316242,0.353907348632812,2254,3.85568121112937
"siforco",30,8,22,0.266666666666667,2079841.04582085,343436.185984671,18.68353,3.08365,0.377923025069074,0.349877197265625,2390,3.93583220769786
"molebo/momboko",30,1,29,0.0333333333333333,2078695.56826059,337887.575872019,18.67324,3.033877,5.35494452928523,0.3488271484375,2390,4.09508086829162
"ilawa/ekuta",30,2,28,0.0666666666666667,2079817.66872778,334252.741253955,18.68332,3.00127,5.47459461879217,0.344405944824219,2527,4.64242995469874
"mogombo",30,1,29,0.0333333333333333,2096891.85222566,351250.142273111,18.8367,3.15374,2.9092639729883,0.358792236328125,2255,4.92848718046513
"mongila/idoma",30,7,23,0.233333333333333,2106021.16366561,351851.065978291,18.91871,3.15913,5.06035967198857,0.355320281982422,2256,4.27672465314862
"yembongo",30,12,18,0.4,2117169.81066856,354451.016804983,19.01886,3.18245,1.62302429041655,0.344042633056641,2258,6.49433306442151
"sangi",30,2,28,0.0666666666666667,2119041.09130879,363805.532041505,19.03567,3.26635,2.85797821586535,0.355430908203125,2122,4.71563786682432
"sani",30,7,23,0.233333333333333,2110029.77852908,371898.54239656,18.95472,3.33893,3.82881049000386,0.349249847412109,1985,2.6619663484248
"ngelembali",30,0,30,0,2105805.20385347,379538.277203076,18.91677,3.40744,0.755101872227177,0.362586761474609,1847,3.78585456416864
"tipo",30,1,29,0.0333333333333333,2096526.72429585,384530.993782296,18.83342,3.45221,4.11267507852376,0.370714019775391,1846,6.21128205617033
"popolombonza 4&5",30,21,9,0.7,2299444.34489347,346496.376525199,20.65626,3.1111,1.94247695628391,0.360017456054687,2276,4.54182363480552
"bagenza/nzambi",30,17,13,0.566666666666667,2302766.11849874,328123.027854848,20.6861,2.94628,0.955933656072549,0.354937713623047,2549,2.18566338502867
"gbomba",30,16,14,0.533333333333333,2296138.15601691,340047.214647992,20.62656,3.05325,1.82801768069681,0.38531103515625,2411,4.06378387699039
"likimi",30,13,17,0.433333333333333,2309638.98386031,315014.097042954,20.74784,2.82867,1.64441638877832,0.358276245117187,2826,5.39875387751071
"lipanga",30,12,18,0.4,2313487.29865704,306038.911111738,20.78241,2.74814,2.25453420936829,0.355396575927734,2826,4.39094532474023
"monzinga",30,18,12,0.6,2315160.43060366,285839.407880538,20.79744,2.56688,2.03031552067679,0.399668701171875,3104,5.33830810641563
"banda 2",30,21,9,0.7,2265745.70864053,302031.313293421,20.35354,2.71218,4.82752578688303,0.441332061767578,2960,4.10147852310319
"camp bureau",30,20,10,0.666666666666667,2316362.68110423,277006.519980233,20.80824,2.48761,1.99198064626395,0.394977172851562,3244,5.3429070089987
"ndage 2",30,14,16,0.466666666666667,2298136.34087664,314595.025826314,20.64451,2.82491,0.00985058024007446,0.388599517822266,2825,5.90510541353282
"gbuku 2",30,18,12,0.6,2292994.4935969,302816.998086667,20.59832,2.71923,1.41313786800044,0.402365417480469,2963,2.77570921976686
"mimbo ngale",30,16,14,0.533333333333333,2279394.59140669,279593.819573985,20.47615,2.51083,3.72959542166107,0.424111236572266,3241,2.74958605107894
"cite maluba",30,17,13,0.566666666666667,2275038.65973195,286211.588902925,20.43702,2.57022,0.845857765455081,0.356151153564453,3100,4.96549611487163
"katara centre",30,18,12,0.6,2281704.47084065,309299.909809805,20.4969,2.7774,3.03295507476087,0.406155395507812,2823,0.971659023963857
"bogbadono 3",30,2,28,0.0666666666666667,2153960.90237574,336010.673537547,19.34936,3.01704,2.37688593770127,0.370800262451172,2397,4.59086613475437
"boyele ngbombe",30,1,29,0.0333333333333333,2150704.80727003,329414.935165748,19.32011,2.95787,1.81951389730934,0.410640655517578,2534,1.57966361945848
"bogbamele",30,0,30,0,2154995.06044521,319880.327146691,19.35865,2.87233,2.32064769957228,0.395268737792969,2672,2.93507884279182
"boyakoti",30,0,30,0,2154587.6311089,323730.19743461,19.35499,2.90687,2.65952893287774,0.418067108154297,2672,4.33407427094479
"bongbia tawe",31,1,30,0.032258064516129,2174462.61299513,329155.215011884,19.53353,2.95554,3.60159245431502,0.434191925048828,2536,2.60313725035767
"boyele nzewa",30,5,25,0.166666666666667,2178514.64246001,322824.007222129,19.56993,2.89874,2.03114542850012,0.39040087890625,2675,4.42619632193594
"bondama",30,1,29,0.0333333333333333,2169885.15553371,318511.611585939,19.49241,2.86005,1.20664074382225,0.412174468994141,2674,2.76517969001331
"bonzinga",30,3,27,0.1,2168084.00617268,322952.188713726,19.47623,2.89989,1.83622426667142,0.426926483154297,2674,4.85126549902298
"bogon",35,1,34,0.0285714285714286,2191701.54933938,323737.999838689,19.68839,2.90694,1.56901674851227,0.396630279541016,2676,3.5606055820459
"bonzale",49,3,46,0.0612244897959184,2189051.03226359,338521.094131302,19.66458,3.03956,4.10323251872868,0.376967529296875,2401,3.45931748654019
"bodumbili",30,1,29,0.0333333333333333,2195582.14678843,353484.390159882,19.72325,3.17378,1.51297978510097,0.393031005859375,2265,4.80523445563691
"bozombali",30,0,30,0,2156112.70813277,329803.959078208,19.36869,2.96136,0.428423088565907,0.388334686279297,2534,4.05468499814085
"bosekula",32,3,29,0.09375,2160674.58086548,329242.159895357,19.40967,2.95632,3.62398712971779,0.434013793945312,2535,1.69687838913639
"mapu",30,0,30,0,2165682.84475627,321412.90479256,19.45466,2.88608,4.60266608926239,0.441110900878906,2673,3.80511204410599
"ngimi",30,0,30,0,2181818.60494675,320060.891697709,19.59961,2.87395,2.10999691123843,0.408860412597656,2675,0.292298103756854
"boliebu",46.000244,1,45.000244,0.021739015123485,2194427.76366891,336948.173524523,19.71288,3.02545,5.41081333554222,0.388011383056641,2401,4.0102340810499
"bosoli",30,1,29,0.0333333333333333,2194072.65449328,345522.012162429,19.70969,3.10236,1.6334351407555,0.376267150878906,2265,5.08330643609022
"bodeo",30,5,25,0.166666666666667,2174639.61098549,330699.053138791,19.53512,2.96939,3.35679140981034,0.408839965820313,2536,2.61113738048355
"bogbakele",37,1,36,0.027027027027027,2166041.29351662,328820.81218329,19.45788,2.95254,0.101653726368472,0.389725830078125,2535,4.19631934158489
"bobani",30,1,29,0.0333333333333333,2174459.27341041,329154.100334288,19.5335,2.95553,3.6038074024071,0.434191925048828,2536,2.60052419127462
"bongilima",49,35,14,0.714285714285714,2143464.58758884,398368.425775494,19.25507,3.57628,2.37233093892735,0.35760400390625,1579,2.29556863701693
"boduli",50,14,36,0.28,2126875.75707082,408504.271683404,19.10605,3.66715,2.55832052259122,0.380784149169922,1443,5.08850706265777
"bodenge",30,2,28,0.0666666666666667,2124729.51728833,415451.71766612,19.08677,3.72943,2.30814198189744,0.393769683837891,1309,5.43647469240059
"bondolo/bongilio",39,0,39,0,2116862.56887397,419584.944783172,19.0161,3.76648,3.24357370099097,0.406145141601563,1308,4.82444082491131
"nzepere moke",31,1,30,0.032258064516129,2092091.75578265,417712.978391458,18.79358,3.7497,2.06399580210597,0.365749176025391,1306,2.48432418448235
"boduko",30,2,28,0.0666666666666667,2082425.88439707,410762.026588843,18.70675,3.68739,4.41337553993494,0.425658416748047,1439,0.663763695881654
"boyakana",30,1,29,0.0333333333333333,2115330.81268065,430087.818644204,19.00234,3.86062,2.30036170359304,0.377975341796875,1176,3.25550964717875
"galaba mbenga",30,0,30,0,2117174.26344819,444246.344660523,19.0189,3.98751,1.60033790358574,0.383886627197266,1047,6.3587198953481
"molenge",30,1,29,0.0333333333333333,2124084.97743664,448313.876893968,19.08098,4.02396,4.32062982224589,0.422797790527344,919,2.75291284655924
"lola",30,6,24,0.2,2134211.7115141,448829.445384094,19.17195,4.02858,2.89391304151764,0.464543121337891,920,2.53521163686668
"nduma",30,1,29,0.0333333333333333,2080550.1509772,433647.0539453,18.6899,3.89252,8.05915928365668,0.37057080078125,1173,3.77263647439789
"wangara",30,1,29,0.0333333333333333,2085431.51064849,449407.064122672,18.73375,4.033756,2.94529597291759,0.357330596923828,915,3.44618492578929
