"village","examinations","positives","negatives","prevalence","x","y","longitude","latitude","water.distance.km","elevation.km","features.index","features.distance.km"
"dongo bok",31,1,30,0.032258064516129,1932506.36017123,-149181.717962822,17.36,-1.34,1.85153004297044,0.342293182373047,9148,0.754914671810245
"boleke",31,2,29,0.0645161290322581,1995958.4699234,-122458.962902236,17.93,-1.1,0.855956132530261,0.325486297607422,8726,4.70321335805387
"bogon",31,16,15,0.516129032258065,2110617.54544047,522672.42348053,18.96,4.69,2.04861112620477,0.422152954101563,225,2.87347551985493
"ndjondo n",32,1,31,0.03125,2004864.02918686,66792.9152642503,18.01,0.6,9.45319554209166,0.307545471191406,6188,4.39957889092291
"embe ii",32,13,19,0.40625,2288728.7307097,-44528.1580268488,20.56,-0.4,3.94174815189373,0.348412170410156,7686,5.79149698123117
"bolongama",32,10,22,0.3125,2364425.98444913,106871.71172424,21.24,0.96,4.66545436834325,0.410854675292969,5679,4.0714032418007
"bokote",32,20,12,0.625,2240861.3496686,-12245.1515096046,20.13,-0.11,8.58885721946727,0.373738433837891,7284,2.72828255431108
"bonakara",32,18,14,0.5625,2146239.78249431,384284.530754935,19.28,3.45,4.35342825199917,0.358228729248047,1851,5.8338111231914
"bokombola",33,9,24,0.272727272727273,2315445.40850009,-169225.476982559,20.8,-1.52,0.45706989338393,0.397170501708984,9472,3.41737397112987
"bomputu",33,26,7,0.787878787878788,2237521.7649448,-37848.8490038335,20.1,-0.34,7.73868151619617,0.334791778564453,7681,4.95672893397525
"isaka",33,15,18,0.454545454545455,2264238.44273518,-4452.77999343615,20.34,-0.04,0.318876995844444,0.358064849853516,7153,5.12777576865011
"bisenge",34,5,29,0.147058823529412,2481311.44978207,10018.7582914439,22.29,0.09,3.35459324822059,0.418452911376953,7042,0.786224506284935
"bolima",34,14,20,0.411764705882353,2154032.14684984,-2226.38986107864,19.35,-0.02,0.00827937182062055,0.345843078613281,7142,3.11385875917313
"ikolia",34,21,13,0.617647058823529,2539197.58499457,-96851.6788283387,22.81,-0.87,9.76107708691323,0.385310729980469,8505,4.12318072394333
"yalola",34,26,8,0.764705882352941,2562574.67806116,-120232.170131294,23.02,-1.08,3.69515090574635,0.410022247314453,8783,0.65722974041897
"miongo",35,0,35,0,2020448.75789792,96851.6788283375,18.15,0.87,4.69654853855219,0.309853454589844,5783,3.72082639558465
"djombo",35,21,14,0.6,2292068.3154335,-128026.010720105,20.59,-1.15,2.61221909816819,0.36776318359375,8897,1.77675160985496
"esangani",35,7,28,0.2,2484651.03450587,18924.3412014372,22.32,0.17,0.959590889025891,0.428574584960937,6907,2.87145228387695
"botwali",35,3,32,0.0857142857142857,1990392.49538373,-129139.431850734,17.88,-1.16,1.90782641679174,0.321568084716797,8867,1.81052924844208
"monieka",36,19,17,0.527777777777778,2225276.62095754,-11131.9547309737,19.99,-0.1,12.1658047928109,0.3405673828125,7282,3.46460232906106
"ilondo",36,16,20,0.444444444444444,2300973.87469696,-150295.219661496,20.67,-1.35,3.87866846910863,0.395580169677734,9185,1.20819575903094
"bekili",36,24,12,0.666666666666667,2385576.68769985,-2226.38986107864,21.43,-0.02,3.74503824736534,0.389911041259766,7165,4.25686376532424
"yalusaka",36,29,7,0.805555555555556,2554782.31370563,-116892.008365152,22.95,-1.05,6.28985809790003,0.401188171386719,8782,3.97370217608796
"yalisenga",36,36,0,1,2526952.44100731,-85718.5881887126,22.7,-0.77,2.17165793885888,0.373208831787109,8367,6.35993938414414
"bwaniama",36,32,4,0.888888888888889,2319898.18813182,-199294.310518095,20.84,-1.79,1.4679206075427,0.390526306152344,9896,2.23748646882377
"bompoto",37,17,20,0.459459459459459,2254219.68856379,-170339.066316376,20.25,-1.53,5.2919805872105,0.389939605712891,9466,2.20865265557465
"yetaota",37,19,18,0.513513513513513,2432330.87383303,102418.33267983,21.85,0.92,1.74701192771394,0.428512664794922,5824,2.2355189354679
"ekonda mo",37,26,11,0.702702702702703,2251993.29874792,28943.1669400339,20.23,0.26,4.56295326273669,0.355203552246094,6749,1.25689230849439
"bonganzi",37,0,37,0,2014882.78335825,131366.285950598,18.1,1.18,11.2963144153448,0.327023071289062,5367,3.03944729632126
"bonkone",38,8,30,0.210526315789474,2515820.49192798,-94625.038180323,22.6,-0.85,3.06755860004855,0.390644836425781,8366,6.10468806164996
"nkelengen",38,25,13,0.657894736842105,2420085.72984577,6679.17066835008,21.74,0.06,0.137973691778237,0.380357940673828,7036,4.04260763370931
"bokolongo",38,18,20,0.473684210526316,2476858.67015034,-95738.3570459331,22.25,-0.86,1.27842682588303,0.423948852539063,8498,6.27552491684335
"wafana",38,29,9,0.763157894736842,2272030.80709071,-162544.048094531,20.41,-1.46,4.07284428894502,0.350336212158203,9325,2.74169927268572
"makako",39,30,9,0.769230769230769,2256446.07837966,-107985.06454078,20.27,-0.97,0.607290447898445,0.350964935302734,8613,4.73197009785615
"yalongond",39,11,28,0.282051282051282,2465726.72107101,129139.431850733,22.15,1.16,2.02907661438518,0.414868957519531,5412,3.79979195661902
"bonsambi",40,0,40,0,2038259.87642484,138046.94540316,18.31,1.24,13.0838854729932,0.328198120117188,5230,4.38125279051877
"boleko",40,32,8,0.8,2221937.03623374,-179247.970727087,19.96,-1.61,1.3988541078732,0.355252349853516,9604,0.572188189286362
"bokolongo",41,18,23,0.439024390243902,2239748.15476066,15584.7442191892,20.12,0.14,0.526958942309316,0.375866485595703,6883,5.16715442221042
"djombo ii",41,33,8,0.804878048780488,2353294.0353698,-192611.988350095,21.14,-1.73,2.99736231886323,0.366555603027344,9758,3.06148670443145
"bongoy",41,37,4,0.902439024390244,2270917.61218278,-135820.042455236,20.4,-1.22,4.91746571003775,0.353088134765625,9038,4.14805916872326
"bosango",41,22,19,0.536585365853659,2383350.29788399,20037.5413032502,21.41,0.18,1.32892904404214,0.391993377685547,6897,1.28313406871766
"boende mo",41,31,10,0.75609756097561,2306539.84923663,35622.4222483198,20.72,0.32,2.44459993789926,0.389115417480469,6620,6.39100014522019
"bonkutsu",41,23,18,0.560975609756098,2239748.15476066,-4452.77999343615,20.12,-0.04,7.61272717511651,0.357026641845703,7151,5.20067831203551
"yayenga",42,21,21,0.5,2535858.00027077,-74585.7586946107,22.78,-0.67,1.26224482028373,0.394686828613281,8101,6.09689633767384
"eene",42,37,5,0.880952380952381,2595970.52529914,-123572.364867582,23.32,-1.11,0.761941267586372,0.414355895996094,8786,5.41927057593098
"badja-bay",42,17,25,0.404761904761905,2195220.35844335,551718.234184324,19.72,4.95,3.56981545208024,0.458803283691406,70,3.49187147255699
"bokele",43,31,12,0.720930232558139,2298747.4848811,-174793.475904283,20.65,-1.57,4.8899740538417,0.408788269042969,9471,5.99950537364466
"bombongo",43,21,22,0.488372093023256,2345501.67101427,100191.66201562,21.07,0.9,5.43769677383814,0.382781982421875,5815,3.42453248905401
"yapele mo",43,1,42,0.0232558139534884,2521386.46646765,73472.4888021253,22.65,0.66,5.17595889880609,0.485829406738281,6240,3.34726164751783
"yombote n",43,15,28,0.348837209302326,2446802.40763615,96851.6788283375,21.98,0.87,2.34597051663106,0.459993591308594,5825,5.78973536841928
"boleke",43,20,23,0.465116279069767,2181862.01954816,-3339.5848763925,19.6,-0.03,0.521399577763944,0.345423034667969,7145,3.54338072929425
"boleke ri",43,17,26,0.395348837209302,2167390.48574504,-13358.3486612428,19.47,-0.12,6.15210500205135,0.332654296875,7277,5.88278057301563
"libombo",43,18,25,0.418604651162791,2372218.34880466,341914.481337331,21.31,3.07,0.093230091898558,0.375991027832031,2419,1.7230175699032
"botoma",44,22,22,0.5,2174069.65519263,38962.0640940867,19.53,0.35,4.4860128922139,0.342637908935547,6607,2.3443149057046
"djumbu",44,29,15,0.659090909090909,2325464.16267148,-202635.553153078,20.89,-1.82,2.5242453484824,0.405641876220703,9896,4.4155101258641
"yamboyo",44,10,34,0.227272727272727,2481311.44978207,90171.7912072657,22.29,0.81,0.747911153176896,0.45885791015625,5966,0.76611676404818
"yolombo",44,38,6,0.863636363636364,2580385.79658808,-174793.475904283,23.18,-1.57,0.491856475955889,0.453370697021484,9499,5.26954399327632
"imbo",45,35,10,0.777777777777778,2371105.15389673,74585.7586946094,21.3,0.67,0.0175366842094823,0.378354278564453,6225,4.4948512005049
"bokolongo",46,21,25,0.456521739130435,2199673.13807509,11131.9547309726,19.76,0.1,2.31098908662354,0.360501037597656,7014,2.57932067562052
"lotulo mo",46,0,46,0,2529178.83082318,71245.9556981272,22.72,0.64,2.81734576394775,0.481127471923828,6241,3.08220336127083
"yalokenge",46,27,19,0.58695652173913,2523612.85628351,-101304.995804503,22.67,-0.91,7.41620978360549,0.399557189941406,8503,2.14829846212383
"yuli",46,22,24,0.478260869565217,2177409.23991643,81265.4269533974,19.56,0.73,1.81054335638333,0.358349487304688,6071,4.7885594520744
"bazene",46,12,34,0.260869565217391,2113957.13016427,514854.269936746,18.99,4.62,5.73376421342248,0.521943176269531,297,5.02216055481831
"bokala",47,7,40,0.148936170212766,2178522.43482436,241621.065993295,19.57,2.17,0.870179490130492,0.347150939941406,3802,3.82925261251798
"liongola",47,0,47,0,2501348.95812486,-97965.0035614686,22.47,-0.88,4.2137825047094,0.401283325195313,8501,1.97674733988087
"bakpa",47,20,27,0.425531914893617,2381123.90806812,456799.928502046,21.39,4.1,2.9856177452779,0.545689575195312,820,3.52852881738514
"yayama",47,25,22,0.531914893617021,2571480.23732462,-136933.491842941,23.1,-1.23,13.1347471822135,0.399525512695313,9068,2.93067974826254
"yansala",47,17,30,0.361702127659574,2453481.57708375,-71245.9556981284,22.04,-0.64,4.40386277429898,0.394300598144531,8093,2.01377883876431
"inkandja",47,9,38,0.191489361702128,2447915.60254409,37848.8490038329,21.99,0.34,0.377070083380938,0.417190765380859,6635,4.77843615911222
"bofete",48,23,25,0.479166666666667,2549216.33916596,-64566.4073916553,22.9,-0.58,3.6273380048649,0.407994079589844,7972,5.55668267551515
"bongila i",48,15,33,0.3125,2442349.62800442,26716.7559190365,21.94,0.24,2.22725766324471,0.402898620605469,6768,3.49115366266345
"yalifafu",49,1,48,0.0204081632653061,2505801.73775659,-143614.276980225,22.51,-1.29,9.80831300556998,0.422916259765625,9061,5.32920411114649
"yongoli",49,12,37,0.244897959183673,2523612.85628351,-38962.0640940871,22.67,-0.35,2.31483795014828,0.449993591308594,7709,1.75075744560329
"wanga",49,16,33,0.326530612244898,2456821.16180755,161430.494148646,22.07,1.45,2.65768935730402,0.419346862792969,4988,4.90169164162039
"bombakabo",50,0,50,0,2192993.96862749,341914.481337331,19.7,3.07,1.08405213433695,0.368714324951172,2401,1.94664314732337
"bodia",50,11,39,0.22,2207465.50243061,351948.061377005,19.83,3.16,0.669342434837957,0.407697631835937,2267,4.93280209677078
"tamundjum",50,22,28,0.44,2189654.38390369,277272.824761815,19.67,2.49,3.08196843716569,0.360522827148437,3232,3.7976415373341
"ngwambele",50,0,50,0,2249766.90893206,320735.224541097,20.21,2.88,3.78042669001661,0.382633575439453,2682,2.37204304104655
"bongilima",50,41,9,0.82,2146239.78249431,398783.343116124,19.28,3.58,0.475587182389049,0.346868621826172,1579,4.39621730018741
"isanga",50,8,42,0.16,2483537.83959793,-158089.86169246,22.31,-1.42,5.49084439255514,0.371299041748047,9346,2.25113032182046
"boseka",50,7,43,0.14,2444576.01782029,-110211.780077918,21.96,-0.99,2.27781488297253,0.400846923828125,8632,2.53213118258106
"ikea",50,5,45,0.1,2436783.65346476,-84605.2940475183,21.89,-0.76,6.37422947776599,0.425373870849609,8223,6.72426660319524
"boendjola",50,28,22,0.56,2192993.96862749,-75699.0308593152,19.7,-0.68,3.13444287819535,0.339115478515625,8199,4.20487824344216
"eandja -",50,31,19,0.62,2216371.06169408,-54547.2154109711,19.91,-0.49,1.1525952100688,0.364705902099609,7808,6.39904524302386
"bosuka",50,37,13,0.74,2194107.16353542,-51207.5158820624,19.71,-0.46,4.5213770073158,0.350410675048828,7806,2.46867922647465
"eungu",50,25,25,0.5,2206352.30752268,-42301.7166217918,19.82,-0.38,2.51432778958427,0.338569427490234,7677,4.95196052064594
"elanga li",50,13,37,0.26,2096146.01163734,-45641.3807470941,18.83,-0.41,0.917560479017197,0.352425720214844,7796,5.82001764043739
"ingonge",50,24,26,0.48,2071655.72366282,-22263.9433719343,18.61,-0.2,2.98459289567379,0.323377166748047,7401,2.49702110745665
"ikwa",50,21,29,0.42,2063863.35930729,-10018.7582914447,18.54,-0.09,3.69454187358075,0.313233276367188,7266,1.79923096588843
"boeke",50,40,10,0.8,2162937.70611331,-27829.9610056553,19.43,-0.25,6.5128611557412,0.327009765625,7543,2.15230742196009
"bofana",50,20,30,0.4,2191880.77371956,-26716.7559190367,19.69,-0.24,12.0164439267234,0.329592803955078,7546,3.09222592161874
"bokele",50,6,44,0.12,2220823.84132581,76812.30533016,19.95,0.69,1.15785692720689,0.373259460449219,6075,3.60952638805898
"likote(ba",50,7,43,0.14,2260898.85801139,87945.1843393827,20.31,0.79,2.31541403054204,0.356978881835938,5944,2.54169209967117
"bolima ns",50,10,40,0.2,2209691.89224648,103531.672675538,19.85,0.93,0.0672443314918778,0.364887390136719,5802,4.09972342878708
"ndeke",50,22,28,0.44,2229729.40058927,113551.878652797,20.03,1.02,0.176554730314648,0.352898742675781,5666,4.09455295314349
"mbileona",50,18,32,0.36,2228616.20568134,95738.3570459319,20.02,0.86,1.19220425995738,0.368638580322266,5804,5.64445744093887
"waka cent",50,16,34,0.32,2250880.10383999,113551.878652797,20.22,1.02,1.55940148082785,0.340569702148438,5668,3.56179336562422
"ifomi",50,19,31,0.38,2216371.06169408,120232.170131293,19.91,1.08,3.35187765645906,0.361501953125,5526,4.29406050699631
"lilandi",50,12,38,0.24,2211918.28206235,130252.85691625,19.87,1.17,4.2616790442443,0.356452423095703,5387,0.168308914972102
"bakungu",50,7,43,0.14,2191880.77371956,138046.94540316,19.69,1.24,3.2220714661768,0.348353912353516,5245,2.15926192915608
"boonje",50,8,42,0.16,2180748.82464023,132479.718987725,19.59,1.19,3.92055724503428,0.360532165527344,5384,2.64084281758499
"loanga",50,16,34,0.32,2164050.90102124,139160.403169843,19.44,1.25,6.92477800464703,0.33796728515625,5242,2.22952721185513
"bosogba",50,11,39,0.22,2148466.17231018,126912.593490418,19.3,1.14,3.20864135258049,0.337864379882812,5381,4.88140773715615
"boso dole",50,6,44,0.12,2239748.15476066,138046.94540316,20.12,1.24,2.37678098916864,0.377425354003906,5250,3.16986400810709
"boso alam",50,12,38,0.24,2259785.66310345,140273.865176941,20.3,1.26,4.66762912460473,0.363114074707031,5252,2.29276012460884
"boso libo",50,15,35,0.3,2247540.51911619,158089.861692459,20.19,1.42,1.22756683135885,0.378435638427734,4968,5.00220782366713
"boso mole",50,11,39,0.22,2256446.07837966,159203.400981573,20.27,1.43,0.866704661121093,0.380567810058594,4968,4.48055246942022
"djombo",50,14,36,0.28,2265351.63764312,153635.752373047,20.35,1.38,0.280427668988656,0.361683807373047,5111,4.74821514499966
"boso masw",50,24,26,0.48,2292068.3154335,154749.272595266,20.59,1.39,2.65668101760183,0.359717132568359,5114,4.55202155495595
"bogondja",50,16,34,0.32,2344388.47610634,341914.481337331,21.06,3.07,1.41083801710925,0.407872283935547,2416,2.87942889500091
"gumba",50,14,36,0.28,2365539.17935706,348603.439242495,21.25,3.13,1.2613158141059,0.412451416015625,2282,3.81129353070716
"mbua",50,50,0,1,2371105.15389673,426671.52485121,21.3,3.83,1.06306360031029,0.441617706298828,1202,3.65726243659008
"ekombekon",50,15,35,0.3,2437896.84837269,-195953.122556357,21.9,-1.76,4.88374895959231,0.470542388916016,9908,5.6828180992602
"likongole",50,17,33,0.34,2300973.87469696,5565.97524611905,20.67,0.05,0.644302453964912,0.380882232666016,7024,4.76088184432539
"ilombe",50,15,35,0.3,2322124.57794769,8905.56215710398,20.86,0.08,3.05071755433774,0.374200866699219,7026,1.29256812151449
"boeke",50,18,32,0.36,2333256.52702701,3339.58487639186,20.96,0.03,2.86538426562932,0.385823120117188,7160,3.35636031885094
"ikelemba",50,7,43,0.14,2432330.87383303,14471.5462198003,21.85,0.13,0.279540360307566,0.37137158203125,7037,4.28181099455572
"befori",50,21,29,0.42,2489103.8141376,15584.7442191892,22.36,0.14,3.62347035436757,0.386090759277344,6908,5.48780313576137
"wamba",50,9,41,0.18,2515820.49192798,16697.9426933183,22.6,0.15,2.05235837262759,0.404396728515625,6910,5.12424426245816
"iyenga",50,2,48,0.04,2550329.5340739,32282.7901688439,22.91,0.29,4.01528374658462,0.513806884765625,6779,2.7209511318114
"yalokenge",50,1,49,0.02,2533631.61045491,50094.2858708534,22.76,0.45,3.53657298226727,0.474473052978516,6509,1.55787430377482
"yolumbo",50,1,49,0.02,2523612.85628351,60113.4149783937,22.67,0.54,2.0565940170587,0.479686737060547,6374,1.53800029342706
"yankolo",50,4,46,0.08,2472405.89051861,75699.0308593141,22.21,0.68,5.41788266263804,0.435079437255859,6100,4.5102257891107
"yalongond",50,7,43,0.14,2498009.37340106,97965.0035614684,22.44,0.88,0.498873498995152,0.437807098388672,5831,4.64001264493816
"yangonde",50,14,36,0.28,2530292.02573111,16697.9426933183,22.73,0.15,1.17726990264255,0.40674609375,6912,3.92834097732106
"lilanga",50,0,50,0,2048278.63059623,159203.400981573,18.4,1.43,3.51611078671688,0.312555938720703,4948,3.926379018217
"bolongi",50,0,50,0,2024901.53752965,128026.010720104,18.19,1.15,1.94056508272928,0.323456359863281,5368,3.56251674980683
"ngondo",50,0,50,0,2000411.24955513,55660.4518654205,17.97,0.5,5.00701886259155,0.324655059814453,6322,4.83299345368726
"lingunda",50,12,38,0.24,2149579.36721811,-15584.7442191901,19.31,-0.14,4.92692739471964,0.333985290527344,7409,4.90207875676046
"mbangu ri",50,16,34,0.32,2137334.22323085,-17811.1416760977,19.2,-0.16,12.4052485468436,0.338646759033203,7408,5.14409898448891
"mpaku",50,21,29,0.42,2056070.99495176,-15584.7442191901,18.47,-0.14,3.27762664296695,0.315668670654297,7399,5.80881609238581
"bongili",50,18,32,0.36,2096146.01163734,-67906.1722357557,18.83,-0.61,4.70948729408317,0.343446105957031,8057,4.48917163581303
"nkinga",50,9,41,0.18,2067202.94403109,-66792.9152642511,18.57,-0.6,2.09562025900587,0.346111907958984,8055,5.72860051942586
"bongongo",50,18,32,0.36,2073882.11347869,-80152.1429187655,18.63,-0.72,4.05907255391483,0.3621826171875,8187,1.83847768222811
"batsina-l",50,10,40,0.2,1993732.08010753,-67906.1722357557,17.91,-0.61,17.2640785372068,0.306131439208984,8047,2.51709898504562
"bempumba",50,19,31,0.38,2122862.68942773,-41188.4978691531,19.07,-0.37,5.74194921574653,0.324022644042969,7669,1.59292397694095
"bokala",50,16,34,0.32,2177409.23991643,-28943.166940034,19.56,-0.26,4.15657136700393,0.321182922363281,7545,4.7463866956101
"losofi",50,14,36,0.28,2093919.62182148,-91285.0987449783,18.81,-0.82,1.61485123595741,0.375496215820313,8324,2.36476512618291
